timehour,sumofhourlyavg,rainAmount,temperature
2017-06-23 08:00:00,2772.0,0.0,10.7
2017-06-23 09:00:00,2742.6,0.0,10.9
2017-06-23 10:00:00,2738.8,0.0,13.4
2017-06-23 11:00:00,2710.2,0.0,13.3
2017-06-23 12:00:00,2694.4,0.0,13.2
2017-06-23 13:00:00,2673.0,0.0,13.2
2017-06-23 14:00:00,2732.8,0.0,13.8
2017-06-23 15:00:00,2746.8,0.0,13.9
2017-06-23 16:00:00,2714.2,0.0,12.8
2017-06-23 17:00:00,2742.4,0.0,12.3
2017-06-23 18:00:00,2767.6,0.0,12.7
2017-06-23 19:00:00,2758.6,0.0,12.5
2017-06-23 20:00:00,2777.4,0.0,12.7
2017-06-23 21:00:00,2826.6,0.0,11.7
2017-06-23 22:00:00,2872.2,0.0,10.0
2017-06-23 23:00:00,2856.6,0.0,9.4
2017-06-24 00:00:00,2879.4,0.0,8.7
2017-06-24 01:00:00,2899.4,0.0,9.1
2017-06-24 02:00:00,2942.0,0.0,9.3
2017-06-24 03:00:00,2953.4,0.0,10.3
2017-06-24 04:00:00,2947.8,0.0,12.0
2017-06-24 05:00:00,2947.4,0.0,12.8
2017-06-24 06:00:00,2925.8,0.0,13.4
2017-06-24 07:00:00,2873.4,0.0,13.4
2017-06-24 08:00:00,2761.0,0.0,14.7
2017-06-24 09:00:00,2690.2,0.0,15.0
2017-06-24 10:00:00,2632.0,0.0,15.3
2017-06-24 11:00:00,2590.0,0.0,15.3
2017-06-24 12:00:00,2588.6,0.0,15.1
2017-06-24 13:00:00,2655.0,0.0,14.7
2017-06-24 14:00:00,2800.4,0.3,12.5
2017-06-24 15:00:00,2779.6,0.0,12.8
2017-06-24 16:00:00,2789.8,0.0,12.6
2017-06-24 17:00:00,2805.8,0.0,12.8
2017-06-24 18:00:00,2850.0,0.0,12.7
2017-06-24 19:00:00,2898.4,0.0,12.1
2017-06-24 20:00:00,2922.2,1.3,11.2
2017-06-24 21:00:00,2916.0,1.3,10.9
2017-06-24 22:00:00,2920.2,0.0,11.2
2017-06-24 23:00:00,2933.8,7.8,11.4
2017-06-25 00:00:00,2926.6,0.0,11.7
2017-06-25 01:00:00,2934.6,0.0,12.3
2017-06-25 02:00:00,2944.2,0.0,12.7
2017-06-25 03:00:00,2934.6,0.0,12.5
2017-06-25 04:00:00,2927.8,0.0,11.9
2017-06-25 05:00:00,2918.0,0.0,13.0
2017-06-25 06:00:00,2886.4,0.0,14.1
2017-06-25 07:00:00,2851.4,0.0,14.8
2017-06-25 08:00:00,2761.4,0.0,15.4
2017-06-25 09:00:00,2659.0,0.0,14.0
2017-06-25 10:00:00,2667.2,0.0,14.7
2017-06-25 11:00:00,2645.6,0.0,15.5
2017-06-25 12:00:00,2578.0,0.0,15.6
2017-06-25 13:00:00,2581.0,0.0,15.0
2017-06-25 14:00:00,2618.0,0.0,15.6
2017-06-25 15:00:00,2660.2,0.0,14.6
2017-06-25 16:00:00,2675.6,0.0,15.1
2017-06-25 17:00:00,2741.0,0.0,13.9
2017-06-25 18:00:00,2815.6,0.0,13.7
2017-06-25 19:00:00,2871.2,0.0,13.1
2017-06-25 20:00:00,2889.6,0.0,13.1
2017-06-25 21:00:00,2900.2,0.0,12.8
2017-06-25 22:00:00,2921.6,0.0,12.4
2017-06-25 23:00:00,2924.2,0.0,12.3
2017-06-26 00:00:00,2925.0,0.0,12.5
2017-06-26 01:00:00,2924.4,0.0,12.1
2017-06-26 02:00:00,2918.4,0.0,11.6
2017-06-26 03:00:00,2876.8,0.0,12.1
2017-06-26 04:00:00,2695.4,0.0,12.6
2017-06-26 05:00:00,2570.4,0.0,12.5
2017-06-26 06:00:00,2666.2,0.0,13.9
2017-06-26 07:00:00,2745.6,0.0,13.9
2017-06-26 08:00:00,2676.6,0.0,13.6
2017-06-26 09:00:00,2665.2,0.0,13.9
2017-06-26 10:00:00,2654.8,0.0,14.5
2017-06-26 11:00:00,2635.0,0.0,14.2
2017-06-26 12:00:00,2559.2,0.0,14.6
2017-06-26 13:00:00,2352.2,0.0,14.6
2017-06-26 14:00:00,2321.0,0.0,14.0
2017-06-26 15:00:00,2392.4,0.0,13.1
2017-06-26 16:00:00,2487.8,0.0,13.5
2017-06-26 17:00:00,2537.0,0.0,13.2
2017-06-26 18:00:00,2672.0,0.0,13.5
2017-06-26 19:00:00,2746.0,0.0,12.6
2017-06-26 20:00:00,2813.0,0.0,12.6
2017-06-26 21:00:00,2848.6,0.0,12.5
2017-06-26 22:00:00,2867.0,0.0,12.3
2017-06-26 23:00:00,2877.4,0.0,12.1
2017-06-27 00:00:00,2883.2,0.0,12.0
2017-06-27 01:00:00,2884.4,0.0,12.1
2017-06-27 02:00:00,2873.4,0.0,12.1
2017-06-27 03:00:00,2810.0,0.0,12.5
2017-06-27 04:00:00,2623.8,0.0,13.0
2017-06-27 05:00:00,2503.6,0.0,13.4
2017-06-27 06:00:00,2599.8,0.0,13.8
2017-06-27 07:00:00,2734.8,0.0,13.7
2017-06-27 08:00:00,2705.2,0.0,14.2
2017-06-27 09:00:00,2689.6,0.0,14.9
2017-06-27 10:00:00,2712.4,0.0,15.3
2017-06-27 11:00:00,2689.4,0.0,15.0
2017-06-27 12:00:00,2596.2,0.0,17.1
2017-06-27 13:00:00,2442.0,0.0,16.4
2017-06-27 14:00:00,2426.2,0.0,15.5
2017-06-27 15:00:00,2470.8,0.0,15.5
2017-06-27 16:00:00,2533.8,0.0,15.6
2017-06-27 17:00:00,2538.8,0.0,15.9
2017-06-27 18:00:00,2638.4,0.0,15.3
2017-06-27 19:00:00,2756.4,0.0,14.5
2017-06-27 20:00:00,2822.2,0.0,13.9
2017-06-27 21:00:00,2861.6,0.0,13.2
2017-06-27 22:00:00,2877.4,0.0,12.5
2017-06-27 23:00:00,2896.4,0.0,11.9
2017-06-28 00:00:00,2901.4,0.0,11.4
2017-06-28 01:00:00,2900.4,0.0,11.0
2017-06-28 02:00:00,2892.2,0.0,11.2
2017-06-28 03:00:00,2846.2,0.0,11.7
2017-06-28 04:00:00,2656.4,0.0,12.4
2017-06-28 05:00:00,2481.0,0.0,14.1
2017-06-28 06:00:00,2554.6,0.0,15.9
2017-06-28 07:00:00,2625.4,0.0,16.5
2017-06-28 08:00:00,2609.0,0.0,17.4
2017-06-28 09:00:00,2546.8,0.0,17.9
2017-06-28 10:00:00,2562.4,0.0,17.8
2017-06-28 11:00:00,2586.0,0.0,18.2
2017-06-28 12:00:00,2434.4,0.0,18.0
2017-06-28 13:00:00,2287.8,0.0,16.7
2017-06-28 14:00:00,2247.2,0.0,17.2
2017-06-28 15:00:00,2312.4,0.0,17.8
2017-06-28 16:00:00,2437.6,0.0,16.5
2017-06-28 17:00:00,2446.4,0.0,16.8
2017-06-28 18:00:00,2562.6,0.0,16.2
2017-06-28 19:00:00,2714.2,0.0,14.8
2017-06-28 20:00:00,2814.6,0.0,14.3
2017-06-28 21:00:00,2864.2,0.0,12.2
2017-06-28 22:00:00,2890.2,0.0,11.8
2017-06-28 23:00:00,2889.4,0.0,10.5
2017-06-29 00:00:00,2898.2,0.0,9.4
2017-06-29 01:00:00,2902.4,0.0,9.0
2017-06-29 02:00:00,2904.0,0.0,9.0
2017-06-29 03:00:00,2850.0,0.0,11.3
2017-06-29 04:00:00,2643.6,0.0,14.2
2017-06-29 05:00:00,2499.0,0.0,15.6
2017-06-29 06:00:00,2560.4,0.0,16.2
2017-06-29 07:00:00,2663.2,0.0,16.8
2017-06-29 08:00:00,2613.2,0.0,17.3
2017-06-29 09:00:00,2545.4,0.0,18.6
2017-06-29 10:00:00,2580.4,0.0,19.3
2017-06-29 11:00:00,2583.4,0.0,19.3
2017-06-29 12:00:00,2391.0,0.0,20.3
2017-06-29 13:00:00,2241.6,0.0,19.0
2017-06-29 14:00:00,2221.0,0.0,18.5
2017-06-29 15:00:00,2289.8,0.0,18.8
2017-06-29 16:00:00,2366.2,0.0,18.4
2017-06-29 17:00:00,2353.0,0.0,18.1
2017-06-29 18:00:00,2507.6,0.0,18.1
2017-06-29 19:00:00,2656.8,0.0,18.0
2017-06-29 20:00:00,2735.2,0.0,17.3
2017-06-29 21:00:00,2799.8,0.0,16.7
2017-06-29 22:00:00,2849.2,0.0,16.7
2017-06-29 23:00:00,2871.0,0.0,15.9
2017-06-30 00:00:00,2882.2,0.0,15.9
2017-06-30 01:00:00,2881.8,0.0,15.4
2017-06-30 02:00:00,2881.0,0.0,14.6
2017-06-30 03:00:00,2845.8,0.0,14.9
2017-06-30 04:00:00,2676.4,0.0,15.3
2017-06-30 05:00:00,2612.2,0.0,15.8
2017-06-30 06:00:00,2659.2,0.0,16.5
2017-06-30 07:00:00,2749.0,0.0,17.5
2017-06-30 08:00:00,2686.0,0.0,17.6
2017-06-30 09:00:00,2698.6,0.0,18.5
2017-06-30 10:00:00,2724.0,0.0,18.6
2017-06-30 11:00:00,2698.4,0.0,19.4
2017-06-30 12:00:00,2568.4,0.0,18.8
2017-06-30 13:00:00,2475.0,0.0,19.2
2017-06-30 14:00:00,2542.2,0.0,18.7
2017-06-30 15:00:00,2613.0,0.0,18.4
2017-06-30 16:00:00,2651.4,0.0,18.2
2017-06-30 17:00:00,2658.4,0.0,17.8
2017-06-30 18:00:00,2751.4,0.0,17.7
2017-06-30 19:00:00,2749.4,0.0,17.7
2017-06-30 20:00:00,2718.8,0.0,15.9
2017-06-30 21:00:00,2769.6,0.0,16.6
2017-06-30 22:00:00,2796.2,0.0,16.5
2017-06-30 23:00:00,2813.0,0.0,16.2
