Havaintoasema,Asemakoodi,Latitudi (desimaaliasteita),Longitudi (desimaaliasteita),Alkuhetki,Loppuhetki,Datan luontihetki
Helsinki Kaisaniemi,100971,60.17523,24.94459,2017-04-01T00:00:00.000Z,2017-11-01T00:00:00.000Z,2018-09-19T17:16:13.223Z
