Havaintoasema,Asemakoodi,Latitudi (desimaaliasteita),Longitudi (desimaaliasteita),Alkuhetki,Loppuhetki,Datan luontihetki
Helsinki Kaisaniemi,100971,60.17523,24.94459,2018-04-01T00:00:00.000Z,2018-10-01T00:00:00.000Z,2018-10-13T10:20:10.827Z
