Vuosi,Kk,Pv,Klo,Aikavyöhyke,Sateen intensiteetti (mm/h)
2017,5,4,11:00,UTC,0
2017,5,4,12:00,UTC,0
2017,5,4,13:00,UTC,0
2017,5,4,14:00,UTC,0
2017,5,4,15:00,UTC,0
2017,5,4,16:00,UTC,0
2017,5,4,17:00,UTC,0
2017,5,4,18:00,UTC,0
2017,5,4,19:00,UTC,0
2017,5,4,20:00,UTC,0
2017,5,4,21:00,UTC,0
2017,5,4,22:00,UTC,0
2017,5,4,23:00,UTC,0
2017,5,5,00:00,UTC,0
2017,5,5,01:00,UTC,0
2017,5,5,02:00,UTC,0
2017,5,5,03:00,UTC,0
2017,5,5,04:00,UTC,0
2017,5,5,05:00,UTC,0
2017,5,5,06:00,UTC,0
2017,5,5,07:00,UTC,0
2017,5,5,08:00,UTC,0
2017,5,5,09:00,UTC,0
2017,5,5,10:00,UTC,0
2017,5,5,11:00,UTC,0
2017,5,5,12:00,UTC,0
2017,5,5,13:00,UTC,0
2017,5,5,14:00,UTC,0
2017,5,5,15:00,UTC,0
2017,5,5,16:00,UTC,0
2017,5,5,17:00,UTC,0
2017,5,5,18:00,UTC,0
2017,5,5,19:00,UTC,0
2017,5,5,20:00,UTC,0
2017,5,5,21:00,UTC,0
2017,5,5,22:00,UTC,0
2017,5,5,23:00,UTC,0
2017,5,6,00:00,UTC,0
2017,5,6,01:00,UTC,0
2017,5,6,02:00,UTC,0
2017,5,6,03:00,UTC,0
2017,5,6,04:00,UTC,0
2017,5,6,05:00,UTC,0
2017,5,6,06:00,UTC,0
2017,5,6,07:00,UTC,0
2017,5,6,08:00,UTC,0
2017,5,6,09:00,UTC,0
2017,5,6,10:00,UTC,0
2017,5,6,11:00,UTC,0
2017,5,6,12:00,UTC,0
2017,5,6,13:00,UTC,0
2017,5,6,14:00,UTC,0
2017,5,6,15:00,UTC,0
2017,5,6,16:00,UTC,0
2017,5,6,17:00,UTC,0
2017,5,6,18:00,UTC,0
2017,5,6,19:00,UTC,0
2017,5,6,20:00,UTC,0
2017,5,6,21:00,UTC,0
2017,5,6,22:00,UTC,0
2017,5,6,23:00,UTC,0
2017,5,7,00:00,UTC,0
2017,5,7,01:00,UTC,0
2017,5,7,02:00,UTC,0
2017,5,7,03:00,UTC,0
2017,5,7,04:00,UTC,0
2017,5,7,05:00,UTC,0
2017,5,7,06:00,UTC,0
2017,5,7,07:00,UTC,0
2017,5,7,08:00,UTC,0
2017,5,7,09:00,UTC,0
2017,5,7,10:00,UTC,0
2017,5,7,11:00,UTC,0
2017,5,7,12:00,UTC,0
2017,5,7,13:00,UTC,0
2017,5,7,14:00,UTC,0
2017,5,7,15:00,UTC,0
2017,5,7,16:00,UTC,0
2017,5,7,17:00,UTC,0
2017,5,7,18:00,UTC,0
2017,5,7,19:00,UTC,0
2017,5,7,20:00,UTC,0
2017,5,7,21:00,UTC,0
2017,5,7,22:00,UTC,0
2017,5,7,23:00,UTC,0
2017,5,8,00:00,UTC,0
2017,5,8,01:00,UTC,0
2017,5,8,02:00,UTC,0
2017,5,8,03:00,UTC,0
2017,5,8,04:00,UTC,0
2017,5,8,05:00,UTC,0
2017,5,8,06:00,UTC,0
2017,5,8,07:00,UTC,0
2017,5,8,08:00,UTC,0
2017,5,8,09:00,UTC,0
2017,5,8,10:00,UTC,0
2017,5,8,11:00,UTC,0
2017,5,8,12:00,UTC,0
2017,5,8,13:00,UTC,0
2017,5,8,14:00,UTC,0
2017,5,8,15:00,UTC,0
2017,5,8,16:00,UTC,0
2017,5,8,17:00,UTC,0
2017,5,8,18:00,UTC,0
2017,5,8,19:00,UTC,0
2017,5,8,20:00,UTC,0
2017,5,8,21:00,UTC,0
2017,5,8,22:00,UTC,0
2017,5,8,23:00,UTC,0
2017,5,9,00:00,UTC,0
2017,5,9,01:00,UTC,0
2017,5,9,02:00,UTC,0
2017,5,9,03:00,UTC,0
2017,5,9,04:00,UTC,0
2017,5,9,05:00,UTC,0
2017,5,9,06:00,UTC,0
2017,5,9,07:00,UTC,0
2017,5,9,08:00,UTC,0
2017,5,9,09:00,UTC,0
2017,5,9,10:00,UTC,0
2017,5,9,11:00,UTC,0
2017,5,9,12:00,UTC,0
2017,5,9,13:00,UTC,0
2017,5,9,14:00,UTC,0
2017,5,9,15:00,UTC,0
2017,5,9,16:00,UTC,0
2017,5,9,17:00,UTC,0
2017,5,9,18:00,UTC,0
2017,5,9,19:00,UTC,0
2017,5,9,20:00,UTC,0
2017,5,9,21:00,UTC,0
2017,5,9,22:00,UTC,0
2017,5,9,23:00,UTC,0
2017,5,10,00:00,UTC,0
2017,5,10,01:00,UTC,0
2017,5,10,02:00,UTC,0
2017,5,10,03:00,UTC,0
2017,5,10,04:00,UTC,0
2017,5,10,05:00,UTC,0
2017,5,10,06:00,UTC,0
2017,5,10,07:00,UTC,0
2017,5,10,08:00,UTC,0
2017,5,10,09:00,UTC,0
2017,5,10,10:00,UTC,0.5
2017,5,10,11:00,UTC,0
2017,5,10,12:00,UTC,0
2017,5,10,13:00,UTC,0.3
2017,5,10,14:00,UTC,0
2017,5,10,15:00,UTC,0
2017,5,10,16:00,UTC,0
2017,5,10,17:00,UTC,0
2017,5,10,18:00,UTC,0
2017,5,10,19:00,UTC,0
2017,5,10,20:00,UTC,0
2017,5,10,21:00,UTC,0
2017,5,10,22:00,UTC,0
2017,5,10,23:00,UTC,0
2017,5,11,00:00,UTC,0
2017,5,11,01:00,UTC,0
2017,5,11,02:00,UTC,0
2017,5,11,03:00,UTC,0
2017,5,11,04:00,UTC,0
2017,5,11,05:00,UTC,0
2017,5,11,06:00,UTC,0
2017,5,11,07:00,UTC,0
2017,5,11,08:00,UTC,0
2017,5,11,09:00,UTC,0
2017,5,11,10:00,UTC,0
2017,5,11,11:00,UTC,0
2017,5,11,12:00,UTC,0
2017,5,11,13:00,UTC,0
2017,5,11,14:00,UTC,0
2017,5,11,15:00,UTC,0
2017,5,11,16:00,UTC,0
2017,5,11,17:00,UTC,0
2017,5,11,18:00,UTC,0
2017,5,11,19:00,UTC,0
2017,5,11,20:00,UTC,0
2017,5,11,21:00,UTC,0
2017,5,11,22:00,UTC,0
2017,5,11,23:00,UTC,0
2017,5,12,00:00,UTC,0
2017,5,12,01:00,UTC,0
2017,5,12,02:00,UTC,0
2017,5,12,03:00,UTC,0
2017,5,12,04:00,UTC,0
2017,5,12,05:00,UTC,0
2017,5,12,06:00,UTC,0
2017,5,12,07:00,UTC,0
2017,5,12,08:00,UTC,0
2017,5,12,09:00,UTC,0
2017,5,12,10:00,UTC,0
2017,5,12,11:00,UTC,0
2017,5,12,12:00,UTC,0
2017,5,12,13:00,UTC,0
2017,5,12,14:00,UTC,0
2017,5,12,15:00,UTC,0
2017,5,12,16:00,UTC,0
2017,5,12,17:00,UTC,0
2017,5,12,18:00,UTC,0
2017,5,12,19:00,UTC,0
2017,5,12,20:00,UTC,0
2017,5,12,21:00,UTC,0
2017,5,12,22:00,UTC,0
2017,5,12,23:00,UTC,0
2017,5,13,00:00,UTC,0
2017,5,13,01:00,UTC,0
2017,5,13,02:00,UTC,0
2017,5,13,03:00,UTC,0
2017,5,13,04:00,UTC,0
2017,5,13,05:00,UTC,0
2017,5,13,06:00,UTC,0
2017,5,13,07:00,UTC,0
2017,5,13,08:00,UTC,0
2017,5,13,09:00,UTC,0
2017,5,13,10:00,UTC,0
2017,5,13,11:00,UTC,0
2017,5,13,12:00,UTC,0
2017,5,13,13:00,UTC,0
2017,5,13,14:00,UTC,0
2017,5,13,15:00,UTC,0
2017,5,13,16:00,UTC,0
2017,5,13,17:00,UTC,0
2017,5,13,18:00,UTC,0
2017,5,13,19:00,UTC,0
2017,5,13,20:00,UTC,0
2017,5,13,21:00,UTC,0
2017,5,13,22:00,UTC,0
2017,5,13,23:00,UTC,0
2017,5,14,00:00,UTC,0
2017,5,14,01:00,UTC,0
2017,5,14,02:00,UTC,0
2017,5,14,03:00,UTC,0
2017,5,14,04:00,UTC,0
2017,5,14,05:00,UTC,0
2017,5,14,06:00,UTC,0
2017,5,14,07:00,UTC,0
2017,5,14,08:00,UTC,0
2017,5,14,09:00,UTC,0
2017,5,14,10:00,UTC,0
2017,5,14,11:00,UTC,0
2017,5,14,12:00,UTC,0
2017,5,14,13:00,UTC,0
2017,5,14,14:00,UTC,0
2017,5,14,15:00,UTC,0
2017,5,14,16:00,UTC,0
2017,5,14,17:00,UTC,0
2017,5,14,18:00,UTC,0
2017,5,14,19:00,UTC,0
2017,5,14,20:00,UTC,0
2017,5,14,21:00,UTC,0
2017,5,14,22:00,UTC,0
2017,5,14,23:00,UTC,0
2017,5,15,00:00,UTC,0
2017,5,15,01:00,UTC,0
2017,5,15,02:00,UTC,0
2017,5,15,03:00,UTC,0
2017,5,15,04:00,UTC,0
2017,5,15,05:00,UTC,0
2017,5,15,06:00,UTC,0
2017,5,15,07:00,UTC,0.3
2017,5,15,08:00,UTC,0.6
2017,5,15,09:00,UTC,0.4
2017,5,15,10:00,UTC,0
2017,5,15,11:00,UTC,0
2017,5,15,12:00,UTC,0
2017,5,15,13:00,UTC,0
2017,5,15,14:00,UTC,0
2017,5,15,15:00,UTC,0
2017,5,15,16:00,UTC,0
2017,5,15,17:00,UTC,0
2017,5,15,18:00,UTC,0
2017,5,15,19:00,UTC,0
2017,5,15,20:00,UTC,0
2017,5,15,21:00,UTC,0
2017,5,15,22:00,UTC,0
2017,5,15,23:00,UTC,0
2017,5,16,00:00,UTC,0
2017,5,16,01:00,UTC,0
2017,5,16,02:00,UTC,0
2017,5,16,03:00,UTC,0
2017,5,16,04:00,UTC,0
2017,5,16,05:00,UTC,0
2017,5,16,06:00,UTC,0
2017,5,16,07:00,UTC,0
2017,5,16,08:00,UTC,0
2017,5,16,09:00,UTC,0
2017,5,16,10:00,UTC,0
2017,5,16,11:00,UTC,0
2017,5,16,12:00,UTC,0
2017,5,16,13:00,UTC,0
2017,5,16,14:00,UTC,0
2017,5,16,15:00,UTC,0
2017,5,16,16:00,UTC,0
2017,5,16,17:00,UTC,0
2017,5,16,18:00,UTC,0
2017,5,16,19:00,UTC,0
2017,5,16,20:00,UTC,0
2017,5,16,21:00,UTC,0
2017,5,16,22:00,UTC,0
2017,5,16,23:00,UTC,0
2017,5,17,00:00,UTC,0
2017,5,17,01:00,UTC,0
2017,5,17,02:00,UTC,0
2017,5,17,03:00,UTC,0
2017,5,17,04:00,UTC,0
2017,5,17,05:00,UTC,0
2017,5,17,06:00,UTC,0
2017,5,17,07:00,UTC,0
2017,5,17,08:00,UTC,0
2017,5,17,09:00,UTC,0
2017,5,17,10:00,UTC,0
2017,5,17,11:00,UTC,0
2017,5,17,12:00,UTC,0
2017,5,17,13:00,UTC,0
2017,5,17,14:00,UTC,0
2017,5,17,15:00,UTC,0
2017,5,17,16:00,UTC,0
2017,5,17,17:00,UTC,0
2017,5,17,18:00,UTC,0
2017,5,17,19:00,UTC,0
2017,5,17,20:00,UTC,0
2017,5,17,21:00,UTC,0.2
2017,5,17,22:00,UTC,0
2017,5,17,23:00,UTC,0
2017,5,18,00:00,UTC,0
2017,5,18,01:00,UTC,0
2017,5,18,02:00,UTC,0
2017,5,18,03:00,UTC,0
2017,5,18,04:00,UTC,0
2017,5,18,05:00,UTC,0
2017,5,18,06:00,UTC,0
2017,5,18,07:00,UTC,0
2017,5,18,08:00,UTC,0
2017,5,18,09:00,UTC,0
2017,5,18,10:00,UTC,0
2017,5,18,11:00,UTC,0
2017,5,18,12:00,UTC,0
2017,5,18,13:00,UTC,0
2017,5,18,14:00,UTC,0
2017,5,18,15:00,UTC,0
2017,5,18,16:00,UTC,0
2017,5,18,17:00,UTC,0
2017,5,18,18:00,UTC,0
2017,5,18,19:00,UTC,0
2017,5,18,20:00,UTC,0
2017,5,18,21:00,UTC,0
2017,5,18,22:00,UTC,0
2017,5,18,23:00,UTC,0
2017,5,19,00:00,UTC,0
2017,5,19,01:00,UTC,0
2017,5,19,02:00,UTC,0
2017,5,19,03:00,UTC,0
2017,5,19,04:00,UTC,0
2017,5,19,05:00,UTC,0
2017,5,19,06:00,UTC,0
2017,5,19,07:00,UTC,0
2017,5,19,08:00,UTC,0
2017,5,19,09:00,UTC,0
2017,5,19,10:00,UTC,0
2017,5,19,11:00,UTC,0
2017,5,19,12:00,UTC,0
2017,5,19,13:00,UTC,0
2017,5,19,14:00,UTC,0
2017,5,19,15:00,UTC,0
2017,5,19,16:00,UTC,0
2017,5,19,17:00,UTC,0
2017,5,19,18:00,UTC,0
2017,5,19,19:00,UTC,0
2017,5,19,20:00,UTC,0
2017,5,19,21:00,UTC,0
2017,5,19,22:00,UTC,0
2017,5,19,23:00,UTC,0
2017,5,20,00:00,UTC,0
2017,5,20,01:00,UTC,0
2017,5,20,02:00,UTC,0
2017,5,20,03:00,UTC,0
2017,5,20,04:00,UTC,0
2017,5,20,05:00,UTC,0
2017,5,20,06:00,UTC,0
2017,5,20,07:00,UTC,0
2017,5,20,08:00,UTC,0
2017,5,20,09:00,UTC,0
2017,5,20,10:00,UTC,0
2017,5,20,11:00,UTC,0
2017,5,20,12:00,UTC,0
2017,5,20,13:00,UTC,0
2017,5,20,14:00,UTC,0
2017,5,20,15:00,UTC,0
2017,5,20,16:00,UTC,0
2017,5,20,17:00,UTC,0
2017,5,20,18:00,UTC,0
2017,5,20,19:00,UTC,0
2017,5,20,20:00,UTC,0
2017,5,20,21:00,UTC,0
2017,5,20,22:00,UTC,0
2017,5,20,23:00,UTC,0
2017,5,21,00:00,UTC,0
2017,5,21,01:00,UTC,0
2017,5,21,02:00,UTC,0
2017,5,21,03:00,UTC,0
2017,5,21,04:00,UTC,0
2017,5,21,05:00,UTC,0
2017,5,21,06:00,UTC,0
2017,5,21,07:00,UTC,0
2017,5,21,08:00,UTC,0
2017,5,21,09:00,UTC,0
2017,5,21,10:00,UTC,0
2017,5,21,11:00,UTC,0
2017,5,21,12:00,UTC,0
2017,5,21,13:00,UTC,0
2017,5,21,14:00,UTC,0
2017,5,21,15:00,UTC,0
2017,5,21,16:00,UTC,0
2017,5,21,17:00,UTC,0
2017,5,21,18:00,UTC,0
2017,5,21,19:00,UTC,0
2017,5,21,20:00,UTC,0
2017,5,21,21:00,UTC,0
2017,5,21,22:00,UTC,0
2017,5,21,23:00,UTC,0
2017,5,22,00:00,UTC,0
2017,5,22,01:00,UTC,0
2017,5,22,02:00,UTC,0
2017,5,22,03:00,UTC,0
2017,5,22,04:00,UTC,0
2017,5,22,05:00,UTC,0
2017,5,22,06:00,UTC,0
2017,5,22,07:00,UTC,0
2017,5,22,08:00,UTC,0
2017,5,22,09:00,UTC,0
2017,5,22,10:00,UTC,0
2017,5,22,11:00,UTC,0
2017,5,22,12:00,UTC,0
2017,5,22,13:00,UTC,0
2017,5,22,14:00,UTC,0
2017,5,22,15:00,UTC,0
2017,5,22,16:00,UTC,0
2017,5,22,17:00,UTC,0
2017,5,22,18:00,UTC,0
2017,5,22,19:00,UTC,0
2017,5,22,20:00,UTC,0
2017,5,22,21:00,UTC,0
2017,5,22,22:00,UTC,0
2017,5,22,23:00,UTC,0
2017,5,23,00:00,UTC,0
2017,5,23,01:00,UTC,0
2017,5,23,02:00,UTC,0
2017,5,23,03:00,UTC,0
2017,5,23,04:00,UTC,0
2017,5,23,05:00,UTC,0
2017,5,23,06:00,UTC,0
2017,5,23,07:00,UTC,0
2017,5,23,08:00,UTC,0
2017,5,23,09:00,UTC,0
2017,5,23,10:00,UTC,0
2017,5,23,11:00,UTC,0
2017,5,23,12:00,UTC,0
2017,5,23,13:00,UTC,0
2017,5,23,14:00,UTC,0
2017,5,23,15:00,UTC,0
2017,5,23,16:00,UTC,0
2017,5,23,17:00,UTC,0
2017,5,23,18:00,UTC,0
2017,5,23,19:00,UTC,0
2017,5,23,20:00,UTC,0
2017,5,23,21:00,UTC,0
2017,5,23,22:00,UTC,0
2017,5,23,23:00,UTC,0
2017,5,24,00:00,UTC,0
2017,5,24,01:00,UTC,0
2017,5,24,02:00,UTC,0
2017,5,24,03:00,UTC,0
2017,5,24,04:00,UTC,0
2017,5,24,05:00,UTC,0
2017,5,24,06:00,UTC,0
2017,5,24,07:00,UTC,0
2017,5,24,08:00,UTC,0
2017,5,24,09:00,UTC,0
2017,5,24,10:00,UTC,0
2017,5,24,11:00,UTC,0
2017,5,24,12:00,UTC,0
2017,5,24,13:00,UTC,0
2017,5,24,14:00,UTC,0
2017,5,24,15:00,UTC,0
2017,5,24,16:00,UTC,0
2017,5,24,17:00,UTC,0
2017,5,24,18:00,UTC,0
2017,5,24,19:00,UTC,0
2017,5,24,20:00,UTC,0
2017,5,24,21:00,UTC,0
2017,5,24,22:00,UTC,0
2017,5,24,23:00,UTC,0
2017,5,25,00:00,UTC,0
2017,5,25,01:00,UTC,0
2017,5,25,02:00,UTC,0
2017,5,25,03:00,UTC,0
2017,5,25,04:00,UTC,0
2017,5,25,05:00,UTC,0
2017,5,25,06:00,UTC,0
2017,5,25,07:00,UTC,0
2017,5,25,08:00,UTC,0
2017,5,25,09:00,UTC,0
2017,5,25,10:00,UTC,0
2017,5,25,11:00,UTC,0
2017,5,25,12:00,UTC,0
2017,5,25,13:00,UTC,0
2017,5,25,14:00,UTC,0
2017,5,25,15:00,UTC,0
2017,5,25,16:00,UTC,0
2017,5,25,17:00,UTC,0
2017,5,25,18:00,UTC,0
2017,5,25,19:00,UTC,0
2017,5,25,20:00,UTC,0
2017,5,25,21:00,UTC,0
2017,5,25,22:00,UTC,0
2017,5,25,23:00,UTC,0
2017,5,26,00:00,UTC,0
2017,5,26,01:00,UTC,0
2017,5,26,02:00,UTC,0
2017,5,26,03:00,UTC,0
2017,5,26,04:00,UTC,0
2017,5,26,05:00,UTC,0
2017,5,26,06:00,UTC,0
2017,5,26,07:00,UTC,0
2017,5,26,08:00,UTC,0
2017,5,26,09:00,UTC,0
2017,5,26,10:00,UTC,0
2017,5,26,11:00,UTC,0
2017,5,26,12:00,UTC,0
2017,5,26,13:00,UTC,0
2017,5,26,14:00,UTC,0
2017,5,26,15:00,UTC,0
2017,5,26,16:00,UTC,0
2017,5,26,17:00,UTC,0
2017,5,26,18:00,UTC,0
2017,5,26,19:00,UTC,0
2017,5,26,20:00,UTC,0
2017,5,26,21:00,UTC,0
2017,5,26,22:00,UTC,0
2017,5,26,23:00,UTC,0
2017,5,27,00:00,UTC,0
2017,5,27,01:00,UTC,0
2017,5,27,02:00,UTC,0
2017,5,27,03:00,UTC,0
2017,5,27,04:00,UTC,0
2017,5,27,05:00,UTC,0
2017,5,27,06:00,UTC,0
2017,5,27,07:00,UTC,0
2017,5,27,08:00,UTC,0
2017,5,27,09:00,UTC,0
2017,5,27,10:00,UTC,0
2017,5,27,11:00,UTC,0
2017,5,27,12:00,UTC,0
2017,5,27,13:00,UTC,0
2017,5,27,14:00,UTC,0
2017,5,27,15:00,UTC,0
2017,5,27,16:00,UTC,0
2017,5,27,17:00,UTC,0
2017,5,27,18:00,UTC,0
2017,5,27,19:00,UTC,0
2017,5,27,20:00,UTC,0
2017,5,27,21:00,UTC,0
2017,5,27,22:00,UTC,0
2017,5,27,23:00,UTC,0
2017,5,28,00:00,UTC,0
2017,5,28,01:00,UTC,0
2017,5,28,02:00,UTC,0
2017,5,28,03:00,UTC,0
2017,5,28,04:00,UTC,0
2017,5,28,05:00,UTC,0
2017,5,28,06:00,UTC,0
2017,5,28,07:00,UTC,0
2017,5,28,08:00,UTC,0
2017,5,28,09:00,UTC,0
2017,5,28,10:00,UTC,0
2017,5,28,11:00,UTC,0
2017,5,28,12:00,UTC,0
2017,5,28,13:00,UTC,0
2017,5,28,14:00,UTC,0
2017,5,28,15:00,UTC,0
2017,5,28,16:00,UTC,0
2017,5,28,17:00,UTC,0
2017,5,28,18:00,UTC,0
2017,5,28,19:00,UTC,0
2017,5,28,20:00,UTC,0
2017,5,28,21:00,UTC,0
2017,5,28,22:00,UTC,0.8
2017,5,28,23:00,UTC,0
2017,5,29,00:00,UTC,0
2017,5,29,01:00,UTC,0
2017,5,29,02:00,UTC,0
2017,5,29,03:00,UTC,0
2017,5,29,04:00,UTC,0
2017,5,29,05:00,UTC,0
2017,5,29,06:00,UTC,0
2017,5,29,07:00,UTC,0
2017,5,29,08:00,UTC,0
2017,5,29,09:00,UTC,0
2017,5,29,10:00,UTC,0
2017,5,29,11:00,UTC,0
2017,5,29,12:00,UTC,0
2017,5,29,13:00,UTC,0
2017,5,29,14:00,UTC,0
2017,5,29,15:00,UTC,0
2017,5,29,16:00,UTC,0
2017,5,29,17:00,UTC,0
2017,5,29,18:00,UTC,0
2017,5,29,19:00,UTC,0
2017,5,29,20:00,UTC,0
2017,5,29,21:00,UTC,0
2017,5,29,22:00,UTC,0
2017,5,29,23:00,UTC,0
2017,5,30,00:00,UTC,0
2017,5,30,01:00,UTC,0
2017,5,30,02:00,UTC,0
2017,5,30,03:00,UTC,0
2017,5,30,04:00,UTC,0
2017,5,30,05:00,UTC,0
2017,5,30,06:00,UTC,0
2017,5,30,07:00,UTC,0
2017,5,30,08:00,UTC,0
2017,5,30,09:00,UTC,0
2017,5,30,10:00,UTC,0
2017,5,30,11:00,UTC,0
2017,5,30,12:00,UTC,0
2017,5,30,13:00,UTC,0
2017,5,30,14:00,UTC,0
2017,5,30,15:00,UTC,0
2017,5,30,16:00,UTC,0
2017,5,30,17:00,UTC,0
2017,5,30,18:00,UTC,0.3
2017,5,30,19:00,UTC,1.8
2017,5,30,20:00,UTC,1.3
2017,5,30,21:00,UTC,0.4
2017,5,30,22:00,UTC,1.6
2017,5,30,23:00,UTC,0
2017,5,31,00:00,UTC,0.6
2017,5,31,01:00,UTC,0.4
2017,5,31,02:00,UTC,0
2017,5,31,03:00,UTC,0
2017,5,31,04:00,UTC,0
2017,5,31,05:00,UTC,0
2017,5,31,06:00,UTC,0
2017,5,31,07:00,UTC,0
2017,5,31,08:00,UTC,1
2017,5,31,09:00,UTC,0
2017,5,31,10:00,UTC,0
2017,5,31,11:00,UTC,0
2017,5,31,12:00,UTC,0
2017,5,31,13:00,UTC,0
2017,5,31,14:00,UTC,0
2017,5,31,15:00,UTC,0
2017,5,31,16:00,UTC,0
2017,5,31,17:00,UTC,0
2017,5,31,18:00,UTC,0
2017,5,31,19:00,UTC,0
2017,5,31,20:00,UTC,0
2017,5,31,21:00,UTC,0
2017,5,31,22:00,UTC,0
2017,5,31,23:00,UTC,0
2017,6,1,00:00,UTC,0
2017,6,1,01:00,UTC,0
2017,6,1,02:00,UTC,0
2017,6,1,03:00,UTC,0
2017,6,1,04:00,UTC,0
2017,6,1,05:00,UTC,0
2017,6,1,06:00,UTC,0
2017,6,1,07:00,UTC,0
2017,6,1,08:00,UTC,1.7
2017,6,1,09:00,UTC,0
2017,6,1,10:00,UTC,1.8
2017,6,1,11:00,UTC,0
2017,6,1,12:00,UTC,0.7
2017,6,1,13:00,UTC,0
2017,6,1,14:00,UTC,0
2017,6,1,15:00,UTC,0
2017,6,1,16:00,UTC,0
2017,6,1,17:00,UTC,1.1
2017,6,1,18:00,UTC,0
2017,6,1,19:00,UTC,0
2017,6,1,20:00,UTC,0
2017,6,1,21:00,UTC,0
2017,6,1,22:00,UTC,0
2017,6,1,23:00,UTC,0
2017,6,2,00:00,UTC,0
2017,6,2,01:00,UTC,0
2017,6,2,02:00,UTC,0
2017,6,2,03:00,UTC,0
2017,6,2,04:00,UTC,0
2017,6,2,05:00,UTC,0
2017,6,2,06:00,UTC,0
2017,6,2,07:00,UTC,0
2017,6,2,08:00,UTC,0
2017,6,2,09:00,UTC,0
2017,6,2,10:00,UTC,0
2017,6,2,11:00,UTC,0
2017,6,2,12:00,UTC,0
2017,6,2,13:00,UTC,0
2017,6,2,14:00,UTC,0
2017,6,2,15:00,UTC,0
2017,6,2,16:00,UTC,0
2017,6,2,17:00,UTC,0
2017,6,2,18:00,UTC,0
2017,6,2,19:00,UTC,0
2017,6,2,20:00,UTC,0
2017,6,2,21:00,UTC,0
2017,6,2,22:00,UTC,0
2017,6,2,23:00,UTC,0
2017,6,3,00:00,UTC,0
2017,6,3,01:00,UTC,0
2017,6,3,02:00,UTC,0
2017,6,3,03:00,UTC,0
2017,6,3,04:00,UTC,0
2017,6,3,05:00,UTC,0
2017,6,3,06:00,UTC,0
2017,6,3,07:00,UTC,0
2017,6,3,08:00,UTC,0
2017,6,3,09:00,UTC,0
2017,6,3,10:00,UTC,0
2017,6,3,11:00,UTC,0
2017,6,3,12:00,UTC,0
2017,6,3,13:00,UTC,0
2017,6,3,14:00,UTC,0
2017,6,3,15:00,UTC,0
2017,6,3,16:00,UTC,0
2017,6,3,17:00,UTC,0
2017,6,3,18:00,UTC,0
2017,6,3,19:00,UTC,0
2017,6,3,20:00,UTC,0
2017,6,3,21:00,UTC,0
2017,6,3,22:00,UTC,0
2017,6,3,23:00,UTC,0
2017,6,4,00:00,UTC,0
2017,6,4,01:00,UTC,0
2017,6,4,02:00,UTC,0
2017,6,4,03:00,UTC,0
2017,6,4,04:00,UTC,0
2017,6,4,05:00,UTC,0
2017,6,4,06:00,UTC,0
2017,6,4,07:00,UTC,0
2017,6,4,08:00,UTC,0
2017,6,4,09:00,UTC,0
2017,6,4,10:00,UTC,0
2017,6,4,11:00,UTC,0
2017,6,4,12:00,UTC,0
2017,6,4,13:00,UTC,0
2017,6,4,14:00,UTC,0
2017,6,4,15:00,UTC,0
2017,6,4,16:00,UTC,0
2017,6,4,17:00,UTC,0
2017,6,4,18:00,UTC,0
2017,6,4,19:00,UTC,0
2017,6,4,20:00,UTC,0
2017,6,4,21:00,UTC,0
2017,6,4,22:00,UTC,0
2017,6,4,23:00,UTC,0
2017,6,5,00:00,UTC,0
2017,6,5,01:00,UTC,0
2017,6,5,02:00,UTC,0
2017,6,5,03:00,UTC,0
2017,6,5,04:00,UTC,0
2017,6,5,05:00,UTC,0
2017,6,5,06:00,UTC,0
2017,6,5,07:00,UTC,0
2017,6,5,08:00,UTC,0
2017,6,5,09:00,UTC,0.4
2017,6,5,10:00,UTC,0.3
2017,6,5,11:00,UTC,0
2017,6,5,12:00,UTC,0
2017,6,5,13:00,UTC,0
2017,6,5,14:00,UTC,1.1
2017,6,5,15:00,UTC,0.7
2017,6,5,16:00,UTC,1.5
2017,6,5,17:00,UTC,1.9
2017,6,5,18:00,UTC,0
2017,6,5,19:00,UTC,0
2017,6,5,20:00,UTC,0
2017,6,5,21:00,UTC,0
2017,6,5,22:00,UTC,0
2017,6,5,23:00,UTC,0
2017,6,6,00:00,UTC,0
2017,6,6,01:00,UTC,0
2017,6,6,02:00,UTC,0
2017,6,6,03:00,UTC,0
2017,6,6,04:00,UTC,0
2017,6,6,05:00,UTC,0
2017,6,6,06:00,UTC,0
2017,6,6,07:00,UTC,0
2017,6,6,08:00,UTC,0
2017,6,6,09:00,UTC,0
2017,6,6,10:00,UTC,0
2017,6,6,11:00,UTC,0
2017,6,6,12:00,UTC,0
2017,6,6,13:00,UTC,0
2017,6,6,14:00,UTC,0
2017,6,6,15:00,UTC,0
2017,6,6,16:00,UTC,0
2017,6,6,17:00,UTC,0
2017,6,6,18:00,UTC,0
2017,6,6,19:00,UTC,0
2017,6,6,20:00,UTC,0
2017,6,6,21:00,UTC,0
2017,6,6,22:00,UTC,0
2017,6,6,23:00,UTC,0
2017,6,7,00:00,UTC,0
2017,6,7,01:00,UTC,0
2017,6,7,02:00,UTC,0
2017,6,7,03:00,UTC,0
2017,6,7,04:00,UTC,0
2017,6,7,05:00,UTC,0
2017,6,7,06:00,UTC,0
2017,6,7,07:00,UTC,0
2017,6,7,08:00,UTC,0
2017,6,7,09:00,UTC,0
2017,6,7,10:00,UTC,0
2017,6,7,11:00,UTC,0
2017,6,7,12:00,UTC,0
